timestamp;Entry No_;Item No_;Posting Date;Entry Type;Source No_;Document No_;Description;Location Code;Quantity;Remaining Quantity;Invoiced Quantity;Applies-to Entry;Open;Global Dimension 1 Code;Positive;Shpt_ Method Code;Source Type;Drop Shipment;Country_Region Code;Document Date;No_ Series;Document Type;Document Line No_;Order Type;Order No_;Order Line No_;Dimension Set ID;Assemble to Order;Job No_;Job Task No_;Job Purchase;Qty_ per Unit of Measure;Unit of Measure Code;Derived from Blanket Order;Out-of-Stock Substitution;Item Category Code;Nonstock;Completely Invoiced;Last Invoice Date;Applied Entry to Adjust;Correction;Shipped Qty_ Not Returned;Prod_ Order Comp_ Line No_;Warranty Date;Expiration Date;Item Tracking;Subcontr_ Purch_ Order Line;Prod_ Order Line No_;$systemId;$systemCreatedAt;$systemCreatedBy;$systemModifiedAt;$systemModifiedBy
0x0000000000015595;16;1330;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;10.000.000.000.000.000.000.000;10.000.000.000.000.000.000.000;10.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;D5A498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.600;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:52.600;00000000-0000-0000-0000-000000000001
0x000000000001A5E5;17;1400;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;DAA498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.610;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.003;00000000-0000-0000-0000-000000000001
0x000000000001A5EE;18;1450;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;DFA498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.620;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.017;00000000-0000-0000-0000-000000000001
0x000000000001A5F7;19;1500;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;E4A498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.630;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.030;00000000-0000-0000-0000-000000000001
0x000000000001A601;20;1600;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;E9A498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.637;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.047;00000000-0000-0000-0000-000000000001
0x000000000001A60A;21;1700;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;EEA498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.647;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.060;00000000-0000-0000-0000-000000000001
0x00000000000155D0;22;1710;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;20.000.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;F3A498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.657;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:52.657;00000000-0000-0000-0000-000000000001
0x00000000000155D9;23;1720;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;20.000.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;F8A498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.667;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:52.667;00000000-0000-0000-0000-000000000001
0x000000000001A618;24;1800;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;FDA498BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.677;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.077;00000000-0000-0000-0000-000000000001
0x000000000001A621;25;1850;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;02A598BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.687;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.090;00000000-0000-0000-0000-000000000001
0x000000000001A62A;26;1900;2023-06-01 00:00:00.000;2;;AVVIO-PROD;;;20.000.000.000.000.000.000.000;15.200.000.000.000.000.000.000;20.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-06-01 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;;0;1;2023-06-01 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;07A598BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:52.693;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:46.107;00000000-0000-0000-0000-000000000001
0x00000000000164E5;27;1968-S;2023-12-31 00:00:00.000;2;;INIZIO;;BLU;23.600.000.000.000.000.000.000;23.600.000.000.000.000.000.000;23.600.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;0DB198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.737;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.737;00000000-0000-0000-0000-000000000001
0x0000000000017A3B;28;1968-S;2023-12-31 00:00:00.000;2;;INIZIO;;ROSSO;2.800.000.000.000.000.000.000;1.300.000.000.000.000.000.000;2.800.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;13B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.763;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:19.867;00000000-0000-0000-0000-000000000001
0x00000000000164F3;29;1968-S;2023-12-31 00:00:00.000;2;;INIZIO;;VERDE;1.400.000.000.000.000.000.000;1.400.000.000.000.000.000.000;1.400.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;18B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.770;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.770;00000000-0000-0000-0000-000000000001
0x00000000000164FB;30;1972-S;2023-12-31 00:00:00.000;2;;INIZIO;;BLU;3.700.000.000.000.000.000.000;3.700.000.000.000.000.000.000;3.700.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;1DB198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.783;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.783;00000000-0000-0000-0000-000000000001
0x0000000000017330;31;1972-S;2023-12-31 00:00:00.000;2;;INIZIO;;ROSSO;500.000.000.000.000.000.000;0.00000000000000000000;500.000.000.000.000.000.000;0;0;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;22B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.797;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:16.067;00000000-0000-0000-0000-000000000001
0x000000000001650F;32;1972-S;2023-12-31 00:00:00.000;2;;INIZIO;;GIALLO;9.000.000.000.000.000.000.000;9.000.000.000.000.000.000.000;9.000.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;27B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.807;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.807;00000000-0000-0000-0000-000000000001
0x0000000000016517;33;1908-S;2023-12-31 00:00:00.000;2;;INIZIO;;BLU;23.400.000.000.000.000.000.000;23.400.000.000.000.000.000.000;23.400.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;2CB198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.840;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.840;00000000-0000-0000-0000-000000000001
0x0000000000017B34;34;1908-S;2023-12-31 00:00:00.000;2;;INIZIO;;ROSSO;500.000.000.000.000.000.000;400.000.000.000.000.000.000;500.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;31B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.850;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:20.273;00000000-0000-0000-0000-000000000001
0x0000000000017F42;35;1908-S;2023-12-31 00:00:00.000;2;;INIZIO;;VERDE;4.700.000.000.000.000.000.000;3.700.000.000.000.000.000.000;4.700.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;36B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.860;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:23.733;00000000-0000-0000-0000-000000000001
0x0000000000016532;36;1980-S;2023-12-31 00:00:00.000;2;;INIZIO;;BLU;6.500.000.000.000.000.000.000;6.500.000.000.000.000.000.000;6.500.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;3BB198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.867;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.867;00000000-0000-0000-0000-000000000001
0x0000000000017340;37;1980-S;2023-12-31 00:00:00.000;2;;INIZIO;;ROSSO;2.400.000.000.000.000.000.000;2.100.000.000.000.000.000.000;2.400.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;1;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;40B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.883;00000000-0000-0000-0000-000000000001;2022-09-23 02:31:16.093;00000000-0000-0000-0000-000000000001
0x0000000000016540;38;1980-S;2023-12-31 00:00:00.000;2;;INIZIO;;VERDE;1.400.000.000.000.000.000.000;1.400.000.000.000.000.000.000;1.400.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;45B198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.890;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.890;00000000-0000-0000-0000-000000000001
0x0000000000016548;39;2000-S;2023-12-31 00:00:00.000;2;;INIZIO;;BLU;13.400.000.000.000.000.000.000;13.400.000.000.000.000.000.000;13.400.000.000.000.000.000.000;0;1;;1;;0;0;;2023-12-31 00:00:00.000;;0;0;0;;0;0;0;;;0;100.000.000.000.000.000.000;PZ;0;0;SEDIA;0;1;2023-12-31 00:00:00.000;0;0;0.00000000000000000000;0;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0;0;0;4AB198BC-E73A-ED11-BBAF-6045BD8E5A17;2022-09-23 02:30:59.900;00000000-0000-0000-0000-000000000001;2022-09-23 02:30:59.900;00000000-0000-0000-0000-000000000001
